atualizacao,codigo,link,pol_instituicao,pol_texto,pol_titulo
220329,packard_220329_3_000,https://www.packard.org/about-the-foundation/our-investments/,packard,"Our Background The Packard Foundation, founded in 1964, operated as a small family foundation for over three decades. When Mr. Packard died in 1996, he left the bulk of his estate to the Foundation in the form of Hewlett-Packard Company stock. In 1999, when HP spun off its measurement and components businesses as Agilent Technologies, the Foundation held a two-stock portfolio. In 2003, after experiencing the volatility of the tech boom and bust, the Board of Trustees authorized the diversification of the portfolio and moved toward a liquid portfolio of stock index funds and bonds, while it evaluated next steps. In November 2007, the Foundation hired its first Chief Investment Officer, John Moehling, to recruit an investment team and build out an institutional-quality portfolio. Upon Moehling’s retirement in 2017, Kim Sargent, who has been with the Foundation since 2008, transitioned into the Foundation’s Chief Investment Officer role. Today, the Foundation’s investment team partners with a select group of talented investment partners across a variety of asset classes and geographies. We build strong, trusting partnerships with the goal to maximize the growth of our endowment so we can support effective people and organizations to achieve the Foundation’s mission. For more information, please find our Investment Committee Charter and Socially Responsible Investment Principles and Guidelines. Our Philosophy We believe that great investments begin with great people. Our strategy is to build strong partnerships with a select group of talented investment partners around the world. While our partners vary in terms of strategy, degree of specialization, and level of experience, they share common characteristics: passion, integrity, and strong investment judgment. We see partnership as a two-way street, and aim to be stable, engaged, and responsive limited partners. The Foundation’s mission and time horizon enable us to be long-term investors. We see having a long time horizon as a competitive advantage, and seek patient partners who share our view. We recognize that volatility may present interesting buying and selling opportunities. We do thorough work to develop confidence in our partners up front, with the intention of sustaining lasting relationships. We value deep, bottom-up, fundamental research because we believe it can lead to differentiated insights and conviction. We look to partner with independent thinkers who perform exhaustive and creative research. We are not macro investors. We are opportunistic, flexible investors. We don’t invest to check boxes or to fill quotas. We invest with people who optimize reward versus risk, and acknowledge that the best opportunities may manifest themselves in different forms. We believe the best way to build a portfolio is to allow ideas to originate from the bottom up, not to impose them from the top down. We build conviction based on high-quality research, enabling us to take concentrated positions in our portfolio, and limiting turnover where it is not necessary. We hope that our partners will do the same. We seek aligned incentives with our partners. We prefer to work with managers who are independently owned, focused on investment excellence first over asset size growth and product proliferation, and who are meaningful investors in their own funds. We have a small team pursuing a generalist model with a collaborative approach. We strive to avoid having siloes in our portfolio and on our team. Every investment we make gets compared against every other, and is subject to review by a team of people with diverse backgrounds and viewpoints. We believe that this approach will lead to a more concentrated portfolio, greater institutional knowledge, and deeper relationships with our partners. We strive for intellectual honesty and meritocracy in our process. We foster a culture in which independent thinking is valued and the best ideas can prevail, regardless of their origin. For more about the investments team, please see the staff page. This information is also available as a PDF.",About
220329,packard_220329_3_001,https://www.packard.org/grants-and-investments/mission-investing/,packard,"We seek to expand the impact of our grantmaking by making loans and equity investments to further our programmatic goals. In an evolving world with complex social and environmental challenges, the nonprofit, public, and private sectors all have important roles to play. While grantmaking is the Foundation’s primary tool for advancing our mission, mission investing can help organizations that are driving social and environmental change seize time-sensitive and higher-risk opportunities, tackle large-scale projects, attract new sources of capital, and scale efforts for maximum impact. We have dedicated up to $250 million of our endowment for mission investments – including loans and equity investments – which serve as a flexible tool for non-profit and for-profit organizations to tackle the world’s most pressing problems, sometimes on a much larger scale than we are able to do with grants alone. As an impact-first investor, the highest return we seek is social and environmental impact to advance our grantmaking strategies.",Grants & Mission Investments
220430,patrickj_220430_3_000,https://www.mcgovern.org/about/,patrickj,"A global, 21st century philanthropy, the Patrick J. McGovern Foundation is committed to bridging the frontiers of artificial intelligence, data science, and social impact. The Foundation is the legacy of IDG founder Patrick J. McGovern, who often said, “The best is yet to come.” He recognized the potential for information technology and neuroscience to democratize access to knowledge, improve the human condition, and advance social good. A generation of rapid advances in technology have led us to new possibilities at the intersection of information technology and neuroscience — artificial intelligence and data science. The promise of AI and data science represent the future Patrick J. McGovern always envisioned. With his optimism about what is possible, the Foundation invests in the exploration, enhancement, and development of AI and data science for good. Fierce Urgency of Now A sense of urgency drives our work. Technology, AI, and data increasingly influence our daily lives and society. We aim to create a shared understanding, language, and vision for how these tools can be ethically developed and applied for the greater good. At scale, AI and data can be instrumental in solving the world’s most pressing challenges, from the COVID-19 pandemic to climate change to health inequities. If we are to realize this transformative potential, we will need guiding frameworks for ethical AI and data, new approaches to privacy and stewardship of data, and bold innovations in AI applications. We believe philanthropy must play a significant role in supporting the diverse talent, courageous conversations, and new institutions needed to make change and reimagine the future. The Patrick J. McGovern Foundation is helping to build that future by serving as a convener, collaborator, and co-creator with other visionary leaders and organizations dedicated to advancing AI and data science for good. Our Culture and Values Core to our mission and vision are inclusion, diversity, equity, and accessibility– IDEA. We apply the IDEA framework to all we do, from growing a diverse team within the Foundation, to coalition building with organizations and people around the world, to promoting trust-based philanthropic relationships, and democratizing the development and rewards of AI and data. To build a better future in the digital era, the benefits of technological advancement must be shared by all. The Foundation invests in activities that lead to greater inclusion, diversity, equity, and accessibility in how AI and data are conceptualized, developed, applied, and deployed. As we undertake these goals, we are guided by these principles: Inclusion to create the conditions for belonging so all individuals are respected and valued and can participate fully in decision-making Diversity, to ensure a broad and representative community of stakeholders, partners, and allies Equity, to promote fairness, justice, and transparency in opportunity and distribution of resources so all people are able to thrive Accessibility, to create opportunity and welcoming spaces for engagement, participatory decision-making, and shared outcomes",About Us
220329,philantropynewsdigest_220329_3_000,https://candid.org/privacy-policy?fcref=pg,philantropynewsdigest,"Revised September 9, 2019Candid considers customer privacy and security a top priority. As such we wanted to provide you important information on our policies.This Privacy Policy describes the practices, policies, and procedures related to our website located at candid.org, as well as each of the other websites included on the attached Appendix to this Privacy Policy (collectively, all of the websites hereinafter referred to as the “Websites”), including the types of personal information we collect on the Websites, how we may use that information, with whom we share it, and the choices you have regarding our collection, use, and disclosure of your information. Please note that this Privacy Policy applies only to our online information-gathering and dissemination practices occurring on our Websites, and does not apply to any of our practices conducted offline or on any of our other websites. By visiting any of our Websites, you are accepting the practices, policies and procedures described in this Privacy Policy, and you are further indicating that you agree to be bound by the terms of this Privacy Policy. We may update this Privacy Policy from time to time, so please check this Privacy Policy periodically for changes. The date this Privacy Policy was last updated is stated at the end of this document.How To Contact UsCandid (the Data Controller) is the owner and operator of the Websites. If you need to contact us for any reason related to this Privacy Policy or your use of the Websites, or you would like to request that you be removed from our database, please contact us at customersuccess@candid.org, or write to us at: Candid 32 Old Slip, 24th FloorNew York, NY 10005-3500 Purpose for Information Collection.As noted below, you may visit our Websites without being required to provide us with any personally identifying information. However, should you decide to provide such information, the information we collect will be used to meet your requests, or to provide you with the applicable functionalities, information, products or service requested, and as further described below.The Information We CollectPersonal Information You Provide And How It Is Used: You may freely visit our Websites anonymously and without being required to provide us with any personal information, and without being required to register. However, certain services, requests and features do require that you provide us with some personally identifying information (which may include, but not limited to, name, address, email), as more particularly described below; availing yourself of any of these services, requests and features is voluntary. Personal information is data that can be used to identify or contact you. Please do not send confidential information to us directly through this Websites, or by email to any of the contact email addresses listed on this Websites. Generally speaking, we collect personally identifiable information to identify our customers, to respond to e-mail and customer service requests, to register and confirm registrations for programs and services, to process and fulfill product or services orders, for promotional purposes and to otherwise augment our users’ access to and experience with Candid websites. Specifically, this includes collecting personally identifiable information as follows:Email/enewsletter; Content Resources: If you opt to sign up for any of our email newsletters that may be offered on any of our Websites – or opt to subscribe to any one of our “content feeds” - we will ask you to provide certain personally identifying information, including your name and email address. You may unsubscribe from these emails at any time by using the link provided in the footer of all such emails.Webinars/online learning: If you register/purchase one of our webinars, we will ask that you provide us with certain personally identifying information, including your name, email address, and when applicable, information related to your payment option.Product and service offerings; Knowledge Resources; Online Tools; Online Training: We offer a variety of information, resources, online tools, products and services on the Websites. In some cases, in order to be able to access of the information, resources, online tools, products and services – for example our “Foundation Maps” or “Foundation Directory Online” – you will be asked to provide us with certain personally identifiable information about yourself, including but not limited to your name and email address. In other instances you will be required to register, in which case you will be asked to provide us with a variety of personally identifiable information. Contact Us/Provide Feedback; Request for Quote(s): We provide a number of “contact us” links that allow you to receive additional information, get questions answered, request a quote or provide feedback. If you opt to contact us for any of these reasons, you will be asked to provide us certain personally identifiable information.Blogs: Some our Websites hosts blogs. We provide you the ability to comment on our blogs. If you respond to a blog you will be asked to provide us with some personally identifiable information, such as your name and email address.Live chat: We provide the opportunity for a “live” chat during certain times. If you opt to initiate a chat, you will be asked to provide us with certain personally identifying information, including your name, emails address and your organization’s address.Logins: For some of our online tools/resources, we provide the option to “login” or register using one of several social media accounts that you may have, i.e. Facebook. If you opt to login or register via one of your social media accounts, please note that we will have access to certain of the personal information that you have provided to these social media websites. Donate: Some of our Websites may offer visitors the option to make a donation. If you make a donation through one of our Websites via the “donate” option, you will be asked to provide certain personally identifying information, such as your phone number, name and home address, as well as your credit card billing information, in order to process the donation. The credit card information that you provide at the time of donation is used only to process your donation (and may be used again if you opt to make recurring donations) and will not be stored or used for any other purpose.Online Purchases: Some of our Websites provide the opportunity to shop and purchase certain resources, publications, tools, gift cards and APIs. If you opt to make a purchase, we will ask you to provide certain personally identifying information, such as your name and home address, as well as your credit card billing information, in order to process the transaction. The credit card information that you provide will only be used to process your purchase (and will used again if the transaction is for a recurring purchase) and will not be stored or used for any other purpose. How We Use Personal InformationAny of the information we collect from you may be used in one of the following ways: As further described in this Privacy Policy, or as specified at the time that we collect your personal information on the Websites. To personalize your experience (your information helps us to better respond to your individual needs) To improve our website (we continually strive to improve our website offerings based on the information and feedback we receive from you) To improve customer service (your information helps us to more effectively respond to your customer service requests and support needs) Your information, whether public or private, will not be sold, exchanged, transferred, or given to any other company for any reason whatsoever, without your consent, other than for the express purpose of delivering the purchased product or service requested. Candid reserves the right to sell, transfer, exchange or otherwise give aggregated lists of user data which do not contain personally identifiable information. To send periodic emails - The email address you provide for order processing, may be used to send you information and updates pertaining to your order, in addition to receiving occasional company news, updates, related product or service information, etc. Non-Personal Information We Collect by Automated Means And How We Use It:We also collect certain non-personal information (data in a form that does not support direct association with any specific person or individual) by automated means when you visit the Websites. Much of this information is collected through the use of third-party tracking services, which includes Google Analytics. The information collected may include usage information, such as the numbers and frequency of users to the Websites, pages visited, web browsing histories, your location and device, social networking activities and similar data. When gathered, this data is used in the aggregate, and not in a manner that is intended to identify you personally. This type of aggregate information may be shared with third parties at any time, including advertisers and marketers. In addition to the third-party tracking services mentioned above, we also collect this information through various other means, including ""cookies,"" ""web beacons"" and IP addresses, as further explained below. In conjunction with advertisements that we may serve on the Websites, we also may use “ad pixels” and/or “trackers” that follows and tracks your activities from an ad placement to specific website use/activities. Cookies: A cookie is a piece of information that a web server may place on your computer when you visit a website. Cookies are commonly used by websites to improve the user experience. Many cookies last only through a single website session, or visit. Others may have an expiration date, or may remain on your computer until you delete them. We use two different types of cookies: session cookies - that track how visitors move through our site during a particular visit; and persistent cookies - small files that a site or its service provider transfers to your computers hard drive through your Web browser (if you allow) that enables the sites or service providers systems to recognize your browser and capture and remember certain information. We use these cookies to understand and save your preferences for future visits and compile aggregate data about site traffic and site interaction so that we can offer better site experiences and tools in the future. We may contract with third-party service providers to assist us in better understanding our site visitors. These service providers are not permitted to use the information collected on our behalf except to help us conduct and improve our business.We use the AdWords and Remarketing Lists features of Google Analytics for Display Advertisers. Candid and Google use first-party cookies (such as the Google Analytics cookie) and third-party cookies (such as the DoubleClick cookie) together to inform, optimize, and serve ads based on your past visits to Candid websites. This means that vendors, including Google, will display Candid promotional material on other sites you visit across the Internet.Most browsers will tell you how to stop accepting new cookies, how to be notified when you receive a new cookie, and how to disable existing cookies. Please note, however, that without cookies you may not be able to take full advantage of all the features on our Websites. In some cases, Candid may also use another company to operate web servers for our Websites. Candid uses the cookie information gathered by these companies in the same manner as stated in this Privacy Policy. Web Beacons: Certain pages on the Websites contain “web beacons” (also known as Internet tags, pixel tags and clear GIFs). These web beacons allow third parties to obtain information such as the IP address of the computer that downloaded the page on which the beacon appears, the URL of the page on which the beacon appears, the time the page containing the beacon was viewed, the type of browser used to view the page, and the information in cookies set by the third party. Web beacons also may be used to track whether you have opened an HTML email. When the email is opened, a part of the code that makes up the HTML page calls a web server to load the web beacon that then generates a record showing that the email has been viewed. Web beacons may also recognize when the email was opened, how many times it was forwarded, and which URLs (links within the email) were clicked. IP Addresses: When you visit and interact with the Websites, the Company and third parties with whom we have contracted to provide services for us may collect Internet Protocol addresses (each an “IP Address”), as well as browser type, Internet service provider (ISP), referring/exit pages, platform type, date/time stamp, and page navigation. An IP Address is a unique identifier number that certain electronic devices use to identify and to communicate with each other on the Internet; your Internet Service Provider automatically assigns an IP Address to the computer that you are using. We gather this information to track web site visitor movement in the aggregate, and to gather broad demographic information for aggregate use. Our goal in gathering this information is to learn how our customers and the public are using our service. We may use this information to enhance our Websites or for other lawful purposes. How do we protect your information? We implement a variety of industry standard security measures to maintain the safety of your personal information when you enter, submit, or access your personal information. However, no website, application or transmission can guarantee security. Thus, while we have established and maintain what we believe to be reasonable procedures to protect the confidentiality, security, and integrity of personally identifying information obtained through the Websites and we strive to protect your personal information, we cannot ensure or warrant the security of any information you transmit to us. Third Party WebsitesWe also provide links to a variety of third-party social media sites and/or websites – such as Facebook, Twitter, Instagram, YouTube, Google+ - in order to provide you additional venues in which you can learn about and discuss the activities of Candid. We also provide links to provide you with additional resources or information - such as job postings, classifieds, etc. Please note that unless otherwise indicated we have no affiliation with any of these other websites that you may visit via any such links, and cannot control and are not responsible for the information collection, use, and disclosure practices of such third parties; we encourage you to review and understand their privacy practices and policies, if any, prior to providing any personally identifying information to them. We are not responsible for the content or information of these websites, any products, services, advertising or opportunities that may be offered through these websites, or any other use of the linked websites.Can I opt-out of Candid newsletters or other mailings?You may opt-out or unsubscribe from a Candid newsletter, email or mailing. To unsubscribe, please click the unsubscribe link featured at the bottom of the newsletter you received by e-mail, notify us by e-mail at customersuccess@candid.org or write to us at the address listed below.Do we disclose any information to outside parties? We may disclose all of the information (described herein) that we collect, as stated in this Privacy Policy including in accordance with the terms set forth in this section. Otherwise, we do not sell, trade, or otherwise transfer to outside parties your personally identifiable information. This does not include trusted third parties who assist us in operating our website, conducting our business, or servicing you, and we require these parties to agree to keep your information confidential. We may also share your personally identifiable information if it is necessary in connection with a sale of all or substantially all of the assets of Candid the merger of Candid into another entity or any consolidation, share exchange, combination, reorganization, or like transaction in which Candid is not the survivor. We may also share your personally identifiable information if required or permitted to do so for any or all of the following reasons: (i) to comply with a subpoena, legal process, government request or any other legal obligation, (ii) to prevent, investigate, detect, or prosecute criminal offenses or attacks on the technical integrity of the Websites or our network, and/or (iii) to protect the rights, privacy, property, business, or safety of Candid, its partners and employees, the visitors of the Websites, or the public. Please note that non-personally identifiable visitor information may be provided to other parties for marketing, advertising, or other uses.California Online Privacy Protection Act ComplianceBecause we value your privacy we have taken the necessary precautions to be in compliance with the California Online Privacy Protection Act. We therefore will not distribute your personal information to outside parties without your consent. As part of the California Online Privacy Protection Act, all users of our site may make any changes to their information at anytime by logging into their control panel and going to the 'Edit Profile' page.Access To Personally Identifiable Information; Withdrawal Of ConsentUpon request Candid will provide you with information about whether we hold any of your personal information. You may access, correct, or request deletion of your personal information – or request that we stop any processing of your personal information - by contacting us at customersuccess@candid.org. We will respond to your request within a reasonable timeframe.Data RetentionWe will retain your information for as long as your account is active or as needed to provide you services, or otherwise as is reasonable and customary given the nature of the relationship you have with Candid. Please note we may need to retain certain information for record keeping purposes, and there may also be residual information that will remain within our databases and other records, which will not be removed from such locations. If you wish to cancel your account or request that we no longer use your information to provide you services, contact us at customersuccess@candid.org. We will retain and use your information as necessary to comply with our legal obligations, resolve disputes, and enforce our agreements. We have a data retention and destruction plan that dictates the policies and procedures related to deletion and/or destruction of all information/data. Transfer Of Information/Data To Other CountriesPlease note that our Platform is hosted in the United States and is governed by United States law. If you are visiting the Platform from outside the United States, please be aware that your information will be transferred to, stored and processed in the United States where our servers are located and our central database is operated. The data protection and other laws of the United States and other countries might not be as comprehensive as those in your country. By using the Platform, you consent to your information being transferred to our facilities and to the facilities of those third parties with whom we share it as described in this Privacy Policy.Children and Privacy We do not knowingly collect, use, or disclose personally identifiable information about visitors to our Websites that are less than 16 years of age. If you are under the age of 16, you must ask your parent or guardian to assist you while accessing/viewing our Websites. If you are the parent or guardian of a child under 16 years of age and believe that they have disclosed personally identifiable information to us, please contact us and will promptly address.The Right To Lodge A ComplaintPlease note that if you are an EU resident, you have the right to lodge a complaint about our processing of your information/data with a supervisory authority. Changes To Our Privacy PolicyWe reserve the right to revise this Privacy Policy at any time. Please check back regularly to see if there have been any changes to this policy, which you can determine by reviewing the Effective Date listed below. By continuing to use the Websites after those changes become effective, you consent and agree to be bound by the revised Privacy Policy. PRIVACY POLICY EFFECTIVE DATEThis Privacy Policy is effective as May 25, 2018. Contacting Us If there are any questions regarding this privacy policy you may contact us using the information below. Candid 32 Old Slip, 24th FloorNew York, NY 10005-3500",Privacy policy
220329,philantropynewsdigest_220329_3_001,https://philanthropynewsdigest.org/about-pnd,philantropynewsdigest,"Philanthropy News Digest (PND) a daily news service of Candid, is a compendium, in digest form, of philanthropy-related articles and features culled from print and electronic media outlets nationwide.Published daily, PND news items summarize the contents of original articles, press releases, and grantmaker communications. Each item includes a citation for the original source, which readers of PND can use to access the original source document. Published weekly on Tuesdays, our flagship Philanthropy News Digest newsletter delivers a summary of the week's news.We publish RFP (Request for Proposals) listings daily, and the RFP Bulletin summarizes the week's listings every Friday afternoon. Each RFP listing provides a brief overview of a current funding opportunity offered by a foundation or other grantmaking organization. Interested applicants should read the full RFP at the grantmaker's website or contact the grantmaker directly for complete program guidelines and eligibility requirements before submitting a proposal.The Job board in PND features current full-time job openings at U.S. foundations, grantmaking public charities, nonprofit organizations, and educational instituutions. Job descriptions remain on the board for two months. Candid reserves the right to post, remove, and edit job descriptions at its discretion.Questions or comments about Philanthropy News Digest, as well as RFP and job postings or news about your nonprofit project or initiative, should be e-mailed to pnd@candid.org.",About Philanthropy News Digest
220329,pmangellfamfound_220329_3_000,http://pmangellfamfound.org/about-us/,pmangellfamfound,"The Paul M. Angell Family Foundation makes grants in three priority areas: Conservation, Performing Arts and Social Causes. Conservation The primary focus of the Foundation’s grant making in Conservation is the protection of the world’s oceans and species. The Foundation is interested in site-specific projects designed to improve the health of ocean habitats and to enhance their ability to withstand the challenges of climate change. In addition, the Foundation supports efforts to fund species protection, particularly regarding the seas’ apex predators. Eligible projects include research, conservation and/or restoration. Grants for other types of water-related conservation efforts may be considered on a limited basis. Performing Arts Performing arts grants focus on classical music and theater. Grantee organizations include performers, presenters (including broadcasters) and educators. We are currently considering grants to the Chicago area, the Mid-Atlantic Region (from Washington, D.C. north to Wilmington, DE) and the Cleveland area. Social Causes The goal of the Foundation’s grant making in Social Causes is to address the root causes of urban poverty and inequality. The Foundation seeks to support programs that help alter the life trajectories of socioeconomically disadvantaged individuals and families toward a path to self sufficiency. Priority will be given to programs that emphasize evidence-based prevention and early intervention programs for low-income, disadvantaged youth and families of color. A limited number of grants will be considered for policy and advocacy efforts which address barriers that disproportionately impact low-income, communities of color. Priority areas are Education, Economic Empowerment, and Equity. The majority of Social Causes grants focus on the Chicago area.",About Us
220329,pmangellfamfound_220329_3_001,http://pmangellfamfound.org/for-applicants/what-we-fund/,pmangellfamfound,"The Paul M. Angell Family Foundation makes grants in three priority areas: Conservation, Performing Arts and Social Causes. Conservation The Foundation’s Conservation grant making focuses primarily upon issues of ocean conservation. Priorities within Conservation are: Supporting the creation of Marine Protected Areas Encouraging sustainable fisheries management Eliminating illegal, unreported, and unregulated fishing Conserving the world’s shark and ray species Limiting plastics pollution and other ocean debris Preserving coral species and ecosystems Grant requests for other types of ocean-related conservation efforts may be considered on a limited basis Performing Arts The goal of the Performing Arts program is to support the presentation, perpetuation, and propagation of performing arts events, focusing on classical music and theater. Grantee organizations include professional performers, presenters, (including broadcasters) and educators. We are currently considering grants to the Chicago area, Cleveland, Detroit, and the Mid-Atlantic Region (from Washington, D.C. north to Philadelphia, PA). Please note that we currently do not fund dance or film. We also do not fund individual commissions. Social Impact The goal of the Foundation’s grantmaking in Social Impact is to promote equitable, safe, and thriving communities, particularly for low-income African, Latino/a, Asian, Arab and Native American (ALAANA). Achieving this goal requires long-term, comprehensive approaches led by those closest to the challenges and the possibilities. The Foundation is committed to understanding and addressing the root causes of persistent inequities for ALAANA families and communities, including the profoundly harmful impacts of structural racism and white supremacy. The Foundation funds efforts that promote access to meaningful life opportunities, such as quality education, networks of support and healing, and financial assets and employment. The Foundation also supports antiracist education, organizing, and advocacy efforts that have strong potential to advance meaningful systemic change. Public and private disinvestment has created unjust inequities in almost every realm of social, economic, and civic life of many ALAANA communities. At the same time, every neighborhood is home to creative and resilient individuals, families, businesses, and institutions. The Foundation’s grantmaking in Social Impact seeks to recognize both of these realities while it learns from and supports thoughtful and strategic changemakers. Priority areas are Education, Economic Empowerment, and Justice. For more details, please read the foundation’s paper, “A New Grantmaking Model for Social Impact.” *Please note, within Social Impact, we are currently only able to consider new grant requests within the Chicago metropolitan area. This does not apply to grant renewal requests. Types of Support General Operating This is the most flexible type of grant. Funds may be applied in any manner in which the organization sees fit, subject to its mission. Program/Project Grants These grants are targeted to a specific program or goal. Applicants must submit a program budget and narrative to support their applications. Education Education grants support programs which disseminate information crucial to the organization’s mission. They may include, but are not necessarily limited to: lectures, demonstrations, workshops, guided tours, exhibitions, and distribution of printed or online materials. The Foundation will NOT provide grants for: Religious institutions or other nonprofit organizations affiliated with a religion. Debt reduction Fundraising events Events that will have taken place before the determination of an award. The foundation does not fund in arrears. If applying for the Spring cycle, the date of events must begin after May 15th. For the Fall cycle, events must begin after December 1st. Eligibility Applicants must have a 501(c)(3) determination letter from the Internal Revenue Service and be designated as a public charity. If you are an international Conservation organization, you are also eligible to apply.",What We Fund
220419,raais_220419_3_000,https://www.raais.org/mission,raais,"Our mission is to advance education and research in artificial intelligence for the common good.We believe that the real-world impact of AI research will go well beyond solely for-profit applications.The Foundation creates educational content for the general public to build awareness and knowledge about AI technology and its impact on the world.The Foundation awards research and project grants with a focus on communities that would otherwise not have a chance to participate in advancing AI. Our Board is comprised of ambitious, community-driven operators and researchers who believe in our mission.© 2020 The RAAIS Foundation, a UK Registered Charity 1181904",Our Mission
220330,ramsar_220330_3_000,https://www.ramsar.org/about/the-convention-on-wetlands-and-its-mission,ramsar,"The Convention’s mission is “the conservation and wise use of all wetlands through local and national actions and international cooperation, as a contribution towards achieving sustainable development throughout the world”.Wetlands are among the most diverse and productive ecosystems. They provide essential services and supply all our fresh water. However they continue to be degraded and converted to other uses. The Convention uses a broad definition of wetlands. It includes all lakes and rivers, underground aquifers, swamps and marshes, wet grasslands, peatlands, oases, estuaries, deltas and tidal flats, mangroves and other coastal areas, coral reefs, and all human-made sites such as fish ponds, rice paddies, reservoirs and salt pans.Under the “three pillars” of the Convention, the Contracting Parties commit to:work towards the wise use of all their wetlands;designate suitable wetlands for the list of Wetlands of International Importance (the “Ramsar List”) and ensure their effective management;cooperate internationally on transboundary wetlands, shared wetland systems and shared species.The present text of the Convention, as amended in 1982 and 1987, can be found here.The Strategic Plan for 2016-2024The Contracting Parties approved the Fourth Strategic Plan for 2016-2024 at COP12. You can download posters summarizing the Plan and showing how it contributes to the Sustainable Development Goals here.",The Convention on Wetlands and its mission
220330,ramsar_220330_3_001,https://www.ramsar.org/about/the-bodies-of-the-convention,ramsar,"The Contracting Parties implement the Convention on Wetlands in their territories and collaborate on shared projects. The government agency responsible for its national application is known as the country’s Administrative Authority. This agency appoints a National Focal Point to coordinate national implementation and act as the daily contact point. Every three years the Parties meet at the Conference of the Contracting Parties (the COP), where they adopt decisions to administer the Convention and guide its implementation. Between the COPs, the Parties are represented by the Standing Committee, which meets yearly. The Standing Committee is guided by the framework of the decisions made by the COP.Two advisory bodies develop technical guidance to help the Standing Committee and the COP formulate policies: the Scientific and Technical Review Panel (the STRP) and the Communication, Education, Participation and Awareness (CEPA) Oversight Panel. They are all supported by the Secretariat of the Convention on Wetlands and the International Organization Partners (IOPs) which the Parties have formally recognized as official partners of the Convention.The scope and focus of the Convention’s work is coordinated by means of a Strategic Plan and associated work plans which set out priority objectives and the actions expected or requested of the various bodies of the Convention.",The Bodies of the Convention
220330,ramsar_220330_3_002,https://www.ramsar.org/about/transparency,ramsar,"The International Union for Conservation of Nature (IUCN) provides administrative services to the Convention on Wetlands. The Convention Secretariat follows IUCN procedures and policies as applicable.The most recent reports of the auditors on the annual financial statements are listed below, as well as reports by the Secretary General to the Standing Committee summarizing the activities of the Secretariat during the same years.",Transparency
220330,ramsar_220330_3_003,https://www.ramsar.org/about/resource-mobilization-grants,ramsar,"The availability of adequate and predictable funding is essential for the effective implementation of the Convention and its mission to conserve wetlands and reverse their loss and degradation.The Secretariat works actively with Contracting Parties, the private sector, foundations and multi-lateral funds to mobilize financial resources to support national and regional activities that promote the conservation, wise use and restoration of wetlands.The resource mobilization activities of the Secretariat are guided by a list of fundraising priorities as established and approved by the Contracting Parties of the Convention.",Resource Mobilization & Grants
220330,ramsar_220330_3_004,https://www.ramsar.org/about/partnerships,ramsar,"The Convention works with a diverse global network of partners to meet its objectives. They range from other global Conventions and agencies, to international and national non-governmental organizations and prominent private companies.The Convention's Strategic Plan 2016-2024 acknowledges the importance of partnerships in enhancing the implementation of the Convention. Paragraph 42 reads: “The wise use of wetlands and their resources will ultimately involve a range of actors well beyond those responsible for the management and maintenance of Wetlands of International Importance and other wetlands. This holds at local, national, regional and global levels where existing partnerships […] should be strengthened and new partnerships with civil society and the business sector forged […].”The Contracting Parties at COP12 confirmed their commitment to collaboration through Resolution XII.7. They recognized the need for focused fundraising activities to support the implementation of the Strategic Plan, and encouraged Parties to “enter into north-south, south-south and triangular cooperation”.The Convention on Wetlands is one of many multilateral environmental agreements. It works closely with other relevant global treaties, including the six other global biodiversity-related Conventions, with regional biodiversity agreements and with other relevant Conventions such as the United Nations Convention to Combat Desertification (UNCCD).The Convention has many agreements with non-governmental bodies, foremost among them six which have been formally approved by the Contracting Parties as International Organization Partners.The Convention also benefits from implementation support from private companies, in particular the Danone Group including the Evian brand.Contracting Parties can collaborate through Ramsar Regional Initiatives which support regional cooperation between a wide range of stakeholders.",Partnerships
220330,rapidresponse_220330_3_000,https://www.rapid-response.org/about/,rapidresponse,"The Rapid Response Facility (RRF) provides emergency support to natural World Heritage sites in times of crisis. The RRF is a partnership between the UNESCO World Heritage Centre and Fauna & Flora International (FFI). These global organisations, with their vast ‘on the ground’ experience and in-depth political knowledge, give the RRF compelling credibility and rigour. Founded in 2006, the RRF Secretariat is hosted by Fauna & Flora International, based in Cambridge, UK. Valued input and guidance is provided by our partners Fondation Franz Weber, Norwegian Ministry of Foreign Affairs, Fondation Iris and Arcadia.",ABOUT THE RAPID RESPONSE FACILITY
